event_id,timestamp,event_type,severity,source_ip,destination_device,status,location
1015,2025-01-29 15:00:00,Phishing Attempt,High,75.17.151.109,Device-26,Allowed,UAE
1016,2025-02-01 04:00:00,Brute Force,High,36.75.116.238,Device-47,Allowed,USA
1017,2025-02-26 20:10:00,Failed Login,High,77.214.180.27,Device-2,Allowed,Unknown
1018,2025-01-17 04:00:00,Firewall Block,Medium,236.210.156.165,Device-9,Successful,USA
1019,2025-01-28 22:19:00,Port Scan,High,222.188.41.223,Device-10,Failed,UAE
1020,2025-01-04 09:56:00,Firewall Block,High,169.84.218.32,Device-31,Blocked,Germany
1021,2025-02-04 11:40:00,Firewall Block,Low,170.164.215.175,Device-47,Allowed,Germany
1022,2025-01-11 06:04:00,Failed Login,Medium,161.139.195.66,Device-31,Failed,USA
1023,2025-01-04 15:48:00,Port Scan,Medium,80.89.193.21,Device-35,Blocked,Unknown
1024,2025-02-16 13:24:00,Firewall Block,Medium,26.15.186.194,Device-36,Blocked,Egypt
1025,2025-02-03 15:47:00,Port Scan,Low,206.84.16.76,Device-23,Successful,UAE
1026,2025-01-07 10:58:00,Port Scan,Medium,67.58.216.17,Device-29,Blocked,Egypt
1027,2025-01-06 06:05:00,Brute Force,Low,63.5.173.60,Device-48,Blocked,Unknown
1028,2025-01-17 13:39:00,Brute Force,High,185.225.127.14,Device-45,Successful,Unknown
1029,2025-01-01 22:25:00,Malware,Medium,117.148.141.106,Device-44,Successful,UAE
1030,2025-02-09 01:11:00,Brute Force,Low,47.142.250.22,Device-23,Successful,KSA
1031,2025-02-22 05:22:00,Failed Login,Low,185.87.78.169,Device-4,Allowed,UAE
1032,2025-01-06 13:25:00,Phishing Attempt,Medium,30.153.135.30,Device-45,Successful,Unknown
1033,2025-01-07 19:57:00,Brute Force,High,156.206.158.167,Device-4,Failed,KSA
1034,2025-01-07 05:01:00,Brute Force,Low,37.88.94.9,Device-38,Failed,UAE
1035,2025-01-16 12:12:00,Malware,High,89.39.181.208,Device-47,Allowed,Egypt
1036,2025-01-27 14:55:00,Firewall Block,High,254.208.136.117,Device-4,Failed,Egypt
1037,2025-01-27 14:21:00,Phishing Attempt,Low,60.130.200.132,Device-17,Failed,Germany
1038,2025-02-11 12:52:00,Failed Login,Low,113.218.206.196,Device-41,Successful,Egypt
1039,2025-01-19 00:37:00,Malware,Medium,128.113.29.174,Device-17,Allowed,Germany
1040,2025-01-30 18:35:00,Failed Login,High,10.132.197.252,Device-26,Allowed,USA
1041,2025-02-16 13:47:00,Phishing Attempt,Low,24.95.226.21,Device-27,Failed,Egypt
1042,2025-02-05 16:18:00,Brute Force,Medium,186.41.18.242,Device-46,Failed,USA
1043,2025-01-15 03:53:00,Malware,Medium,30.96.239.60,Device-45,Allowed,Unknown
1044,2025-02-09 22:36:00,Brute Force,Low,152.93.32.54,Device-22,Allowed,Egypt
1045,2025-02-28 18:39:00,Failed Login,High,13.46.119.176,Device-39,Failed,Germany
1046,2025-02-24 12:28:00,Phishing Attempt,Medium,174.217.221.56,Device-26,Failed,Unknown
1047,2025-02-10 17:21:00,Port Scan,High,216.228.109.221,Device-9,Blocked,Egypt
1048,2025-02-19 14:06:00,Malware,Medium,199.112.194.230,Device-4,Successful,USA
1049,2025-01-14 09:04:00,Port Scan,Low,231.11.92.153,Device-8,Blocked,UAE
1050,2025-01-20 15:58:00,Malware,High,48.248.248.30,Device-28,Allowed,Germany
1051,2025-01-19 11:36:00,Brute Force,Low,153.92.251.150,Device-7,Failed,Unknown
1052,2025-01-17 19:25:00,Failed Login,Medium,46.68.244.81,Device-31,Failed,Egypt
1053,2025-01-28 22:15:00,Firewall Block,Low,172.98.78.110,Device-10,Failed,UAE
1054,2025-01-10 22:13:00,Firewall Block,Medium,204.211.210.227,Device-29,Successful,KSA
1055,2025-01-07 15:51:00,Failed Login,Low,165.77.155.216,Device-24,Failed,UAE
1056,2025-02-10 23:53:00,Firewall Block,High,174.226.80.138,Device-20,Allowed,Unknown
1057,2025-02-19 13:21:00,Port Scan,High,241.197.164.178,Device-37,Blocked,USA
1058,2025-02-12 12:33:00,Phishing Attempt,Low,7.182.92.225,Device-47,Failed,UAE
1059,2025-01-06 19:06:00,Brute Force,Low,80.109.70.112,Device-36,Allowed,Germany
1060,2025-01-07 07:47:00,Brute Force,Medium,175.204.53.89,Device-12,Failed,USA
1061,2025-01-08 23:29:00,Brute Force,High,8.173.159.182,Device-8,Blocked,Unknown
1062,2025-02-13 05:07:00,Port Scan,Low,15.40.198.90,Device-34,Allowed,Egypt
1063,2025-01-01 08:42:00,Failed Login,Low,240.83.42.82,Device-48,Allowed,Germany
1064,2025-01-10 01:35:00,Firewall Block,High,146.135.214.62,Device-1,Failed,UAE
1065,2025-01-12 16:08:00,Phishing Attempt,Low,9.89.7.101,Device-27,Allowed,USA
1066,2025-02-14 11:24:00,Malware,Low,144.9.240.156,Device-17,Allowed,KSA
1067,2025-01-14 08:14:00,Brute Force,Low,83.142.96.110,Device-34,Blocked,UAE
1068,2025-02-13 05:43:00,Phishing Attempt,Critical,16.116.159.138,Device-15,Successful,UAE
1069,2025-02-09 22:09:00,Failed Login,Low,199.96.34.32,Device-14,Failed,UAE
1070,2025-02-04 13:23:00,Firewall Block,High,185.62.227.185,Device-26,Successful,KSA
1071,2025-02-05 23:11:00,Phishing Attempt,Critical,22.231.23.206,Device-12,Blocked,Germany
1072,2025-01-15 12:46:00,Malware,Medium,178.183.235.78,Device-14,Allowed,Unknown
1073,2025-02-15 11:06:00,Failed Login,Low,245.230.170.198,Device-30,Blocked,USA
1074,2025-02-23 16:03:00,Phishing Attempt,High,73.62.129.93,Device-8,Successful,Egypt
1075,2025-01-22 09:01:00,Port Scan,Medium,57.183.236.97,Device-30,Allowed,Germany
1076,2025-02-26 00:56:00,Phishing Attempt,Low,142.14.155.45,Device-31,Successful,Unknown
1077,2025-01-21 03:43:00,Phishing Attempt,Medium,246.33.146.198,Device-18,Blocked,KSA
1078,2025-01-19 04:18:00,Port Scan,High,83.56.207.130,Device-2,Blocked,Egypt
1079,2025-02-26 01:45:00,Firewall Block,Medium,202.40.23.125,Device-1,Blocked,Egypt
1080,2025-01-04 09:09:00,Port Scan,Low,122.219.5.75,Device-34,Successful,UAE
1081,2025-01-30 22:41:00,Brute Force,High,6.193.216.158,Device-36,Blocked,KSA
1082,2025-02-17 21:31:00,Port Scan,High,96.43.164.14,Device-14,Failed,Unknown
1083,2025-01-10 02:39:00,Failed Login,Low,35.71.130.29,Device-10,Allowed,Egypt
1084,2025-03-01 20:44:00,Malware,Low,139.221.113.81,Device-26,Blocked,KSA
1085,2025-01-04 17:20:00,Malware,High,78.191.236.198,Device-32,Blocked,Germany
1086,2025-02-14 04:53:00,Firewall Block,Low,134.190.125.125,Device-15,Blocked,UAE
1087,2025-02-14 04:11:00,Firewall Block,Medium,33.63.190.8,Device-14,Successful,UAE
1088,2025-02-12 08:36:00,Failed Login,Low,120.143.125.72,Device-9,Blocked,Egypt
1089,2025-02-21 14:24:00,Failed Login,Low,227.47.54.204,Device-25,Blocked,UAE
1090,2025-02-02 12:25:00,Failed Login,Low,113.29.244.56,Device-27,Successful,Egypt
1091,2025-01-11 02:45:00,Failed Login,High,49.130.181.18,Device-38,Successful,Unknown
1092,2025-01-20 19:04:00,Firewall Block,Low,209.112.75.135,Device-14,Successful,Unknown
1093,2025-02-16 03:15:00,Port Scan,High,149.170.126.154,Device-1,Blocked,UAE
1094,2025-02-12 00:09:00,Phishing Attempt,Medium,40.219.10.209,Device-33,Allowed,Germany
1095,2025-02-03 14:13:00,Firewall Block,High,8.243.148.91,Device-31,Blocked,UAE
1096,2025-01-03 19:21:00,Brute Force,High,50.31.226.141,Device-5,Successful,Unknown
1097,2025-01-04 02:44:00,Firewall Block,Low,110.64.72.3,Device-1,Failed,Germany
1098,2025-01-23 06:35:00,Brute Force,Medium,55.88.250.1,Device-40,Successful,Egypt
1099,2025-02-07 23:41:00,Phishing Attempt,High,168.179.182.244,Device-43,Successful,KSA
1100,2025-02-13 13:22:00,Failed Login,Critical,180.167.20.172,Device-33,Allowed,Germany
1101,2025-01-06 13:43:00,Phishing Attempt,High,43.168.178.252,Device-28,Blocked,Egypt
1102,2025-01-06 09:54:00,Brute Force,Medium,74.127.37.131,Device-9,Failed,KSA
1103,2025-02-25 16:17:00,Port Scan,Medium,170.208.124.175,Device-33,Successful,Germany
1104,2025-02-23 17:14:00,Failed Login,Low,145.243.58.190,Device-2,Successful,UAE
1105,2025-02-23 11:28:00,Malware,Low,205.219.76.91,Device-40,Failed,KSA
1106,2025-02-03 12:52:00,Brute Force,Low,111.199.120.234,Device-34,Successful,Egypt
1107,2025-02-23 20:05:00,Failed Login,Medium,136.196.206.216,Device-27,Successful,Egypt
1108,2025-02-03 03:30:00,Phishing Attempt,High,118.91.21.59,Device-5,Allowed,Unknown
1109,2025-02-12 08:56:00,Port Scan,Low,120.58.204.253,Device-48,Failed,USA
1110,2025-02-18 01:59:00,Phishing Attempt,Medium,250.113.75.34,Device-35,Failed,Unknown
1111,2025-01-27 15:21:00,Brute Force,High,208.184.62.144,Device-42,Successful,Unknown
1112,2025-02-27 08:13:00,Firewall Block,Critical,60.117.59.146,Device-41,Blocked,KSA
1113,2025-02-03 19:35:00,Port Scan,Low,192.71.38.59,Device-38,Successful,Egypt
1114,2025-02-05 22:41:00,Phishing Attempt,High,1.39.28.150,Device-46,Failed,Germany
1115,2025-03-01 00:24:00,Malware,Low,66.12.118.153,Device-22,Allowed,UAE
1116,2025-01-14 05:31:00,Malware,Low,101.47.248.229,Device-14,Successful,KSA
1117,2025-01-09 11:15:00,Failed Login,High,152.67.171.84,Device-9,Successful,KSA
1118,2025-01-13 14:27:00,Firewall Block,High,79.95.40.210,Device-7,Failed,UAE
1119,2025-02-22 19:39:00,Malware,Low,237.220.172.187,Device-7,Successful,USA
1120,2025-01-02 21:07:00,Port Scan,Low,240.113.254.51,Device-47,Failed,Germany
1121,2025-02-06 06:38:00,Brute Force,Low,133.59.41.231,Device-28,Failed,Egypt
1122,2025-02-14 21:55:00,Phishing Attempt,Low,79.131.234.103,Device-21,Failed,USA
1123,2025-02-03 12:42:00,Port Scan,Critical,47.109.165.220,Device-37,Successful,KSA
1124,2025-01-01 02:01:00,Failed Login,Low,12.212.62.45,Device-40,Blocked,UAE
1125,2025-01-16 21:41:00,Malware,High,144.179.67.111,Device-23,Successful,Unknown
1126,2025-01-13 15:30:00,Phishing Attempt,Medium,83.181.109.22,Device-5,Blocked,Unknown
1127,2025-02-07 20:44:00,Malware,Critical,179.124.56.86,Device-39,Successful,UAE
1128,2025-02-23 02:19:00,Brute Force,High,131.234.165.185,Device-44,Blocked,KSA
1129,2025-01-04 16:46:00,Brute Force,Low,65.65.150.161,Device-37,Blocked,Germany
1130,2025-02-16 11:01:00,Malware,Low,128.88.122.209,Device-2,Failed,Egypt
1131,2025-01-25 00:58:00,Brute Force,Medium,144.186.200.20,Device-23,Failed,Germany
1132,2025-01-02 01:03:00,Failed Login,Low,121.246.7.34,Device-12,Blocked,Unknown
1133,2025-01-25 08:23:00,Brute Force,Low,251.250.26.212,Device-26,Successful,UAE
1134,2025-01-23 12:16:00,Brute Force,Medium,105.143.57.224,Device-34,Blocked,Unknown
1135,2025-02-15 01:02:00,Port Scan,Medium,111.153.6.237,Device-34,Successful,KSA
1136,2025-01-13 17:09:00,Brute Force,Critical,6.52.237.45,Device-2,Failed,Unknown
1137,2025-02-05 23:14:00,Firewall Block,Low,1.10.254.169,Device-29,Successful,Germany
1138,2025-01-01 12:05:00,Failed Login,Low,91.252.180.97,Device-5,Failed,USA
1139,2025-02-14 07:44:00,Firewall Block,Low,207.165.75.5,Device-24,Blocked,Unknown
1140,2025-02-21 17:49:00,Port Scan,High,209.229.231.137,Device-6,Blocked,KSA
1141,2025-01-25 22:46:00,Brute Force,Low,198.232.202.10,Device-26,Successful,Germany
1142,2025-02-08 20:18:00,Failed Login,Low,140.232.193.250,Device-30,Failed,UAE
1143,2025-01-18 03:54:00,Failed Login,High,89.77.127.145,Device-40,Successful,KSA
1144,2025-02-23 17:53:00,Brute Force,High,239.235.48.50,Device-32,Allowed,UAE
1145,2025-01-27 13:12:00,Malware,Low,61.125.57.241,Device-37,Blocked,KSA
1146,2025-01-28 15:34:00,Phishing Attempt,Low,170.167.214.196,Device-35,Failed,UAE
1147,2025-01-19 02:52:00,Firewall Block,Low,194.200.7.47,Device-49,Successful,KSA
1148,2025-01-27 11:07:00,Failed Login,Low,203.147.213.128,Device-14,Failed,KSA
1149,2025-02-14 21:12:00,Malware,Medium,146.185.34.147,Device-12,Failed,KSA
1150,2025-01-24 23:00:00,Failed Login,High,54.192.65.140,Device-10,Failed,Germany
1151,2025-02-03 00:27:00,Brute Force,High,181.207.130.146,Device-49,Failed,KSA
1152,2025-02-21 08:11:00,Failed Login,Low,107.130.76.30,Device-8,Successful,KSA
1153,2025-02-27 00:38:00,Phishing Attempt,Low,159.73.15.18,Device-11,Blocked,USA
1154,2025-01-24 22:21:00,Brute Force,Low,2.238.48.212,Device-6,Blocked,Egypt
1155,2025-02-01 00:19:00,Malware,Low,226.48.231.21,Device-27,Successful,Egypt
1156,2025-02-15 15:59:00,Malware,Low,158.175.117.225,Device-29,Blocked,UAE
1157,2025-01-02 21:53:00,Port Scan,Low,73.80.86.62,Device-15,Blocked,Unknown
1158,2025-02-01 18:18:00,Firewall Block,Low,209.34.99.209,Device-12,Blocked,Germany
1159,2025-01-23 22:39:00,Failed Login,Critical,85.225.66.225,Device-20,Allowed,KSA
1160,2025-02-15 03:33:00,Failed Login,High,220.20.21.94,Device-9,Successful,Unknown
1161,2025-02-17 20:10:00,Port Scan,Medium,26.112.247.174,Device-2,Blocked,Egypt
1162,2025-01-07 17:52:00,Brute Force,Critical,85.56.199.110,Device-24,Blocked,Unknown
1163,2025-02-21 13:40:00,Brute Force,Low,163.30.94.71,Device-24,Allowed,Egypt
1164,2025-01-21 11:42:00,Failed Login,Low,181.188.11.233,Device-8,Blocked,Unknown
1165,2025-01-30 14:27:00,Firewall Block,Medium,255.24.238.63,Device-4,Allowed,UAE
1166,2025-01-26 16:45:00,Firewall Block,Critical,37.46.88.18,Device-36,Successful,USA
1167,2025-01-19 10:59:00,Firewall Block,Low,191.139.255.234,Device-30,Blocked,UAE
1168,2025-02-17 07:58:00,Firewall Block,Low,46.169.138.96,Device-46,Failed,USA
1169,2025-02-16 17:34:00,Malware,Low,137.20.140.201,Device-3,Successful,UAE
1170,2025-01-13 06:10:00,Failed Login,Medium,40.13.49.50,Device-9,Failed,UAE
1171,2025-02-01 07:25:00,Phishing Attempt,Medium,87.185.23.79,Device-44,Failed,Unknown
1172,2025-01-19 20:47:00,Firewall Block,High,123.29.49.254,Device-5,Successful,Egypt
1173,2025-02-05 08:58:00,Firewall Block,High,174.183.23.161,Device-18,Successful,Egypt
1174,2025-02-27 00:59:00,Phishing Attempt,Low,38.14.170.225,Device-46,Blocked,Germany
1175,2025-01-29 15:11:00,Port Scan,Medium,169.138.147.229,Device-36,Allowed,Germany
1176,2025-02-20 22:08:00,Phishing Attempt,Low,99.245.86.175,Device-30,Allowed,UAE
1177,2025-01-26 04:38:00,Failed Login,Low,213.209.156.164,Device-33,Successful,Germany
1178,2025-02-07 07:45:00,Brute Force,High,111.60.29.110,Device-22,Failed,USA
1179,2025-02-04 11:13:00,Port Scan,Low,126.147.85.31,Device-22,Blocked,UAE
1180,2025-02-13 22:51:00,Firewall Block,Low,12.213.191.98,Device-24,Blocked,Egypt
1181,2025-01-13 16:40:00,Malware,Medium,111.144.198.245,Device-10,Blocked,KSA
1182,2025-02-22 23:38:00,Brute Force,High,20.152.152.153,Device-10,Failed,KSA
1183,2025-01-30 02:46:00,Phishing Attempt,Medium,32.48.241.230,Device-29,Failed,UAE
1184,2025-02-02 21:16:00,Failed Login,Medium,158.75.196.207,Device-6,Successful,Germany
1185,2025-03-01 14:01:00,Failed Login,Low,12.202.72.62,Device-17,Blocked,UAE
1186,2025-01-15 18:48:00,Firewall Block,Low,20.40.29.205,Device-26,Blocked,KSA
1187,2025-02-03 07:20:00,Firewall Block,Low,243.167.185.174,Device-20,Blocked,KSA
1188,2025-02-15 14:35:00,Phishing Attempt,Low,20.83.116.12,Device-14,Successful,UAE
1189,2025-01-27 08:40:00,Phishing Attempt,Low,50.157.21.143,Device-19,Successful,KSA
1190,2025-02-23 18:30:00,Port Scan,Medium,223.248.9.192,Device-34,Allowed,Egypt
1191,2025-02-08 12:39:00,Phishing Attempt,High,95.222.113.230,Device-25,Allowed,UAE
1192,2025-02-28 05:52:00,Failed Login,Low,3.85.160.154,Device-45,Blocked,USA
1193,2025-02-01 13:32:00,Port Scan,Low,202.3.180.29,Device-8,Failed,USA
1194,2025-02-06 00:39:00,Brute Force,Low,165.101.211.60,Device-15,Successful,KSA
1195,2025-01-30 09:42:00,Phishing Attempt,Low,213.75.196.152,Device-20,Successful,UAE
1196,2025-02-11 21:44:00,Port Scan,Medium,145.130.32.174,Device-25,Blocked,Unknown
1197,2025-01-08 03:06:00,Malware,Low,60.11.167.125,Device-21,Failed,UAE
1198,2025-01-13 06:03:00,Phishing Attempt,High,224.35.143.168,Device-28,Failed,USA
1199,2025-01-24 12:50:00,Firewall Block,Medium,76.73.116.39,Device-50,Allowed,Unknown
1200,2025-02-17 20:24:00,Port Scan,Low,212.61.5.52,Device-14,Successful,Egypt
1201,2025-02-10 08:35:00,Port Scan,Low,111.65.131.104,Device-24,Blocked,USA
1202,2025-02-18 21:35:00,Firewall Block,Medium,140.24.205.140,Device-21,Failed,UAE
1203,2025-02-15 14:52:00,Phishing Attempt,Low,115.82.208.179,Device-43,Successful,UAE
1204,2025-02-13 14:07:00,Brute Force,Low,98.172.112.37,Device-4,Failed,Germany
1205,2025-02-28 03:34:00,Failed Login,High,15.180.115.106,Device-6,Successful,Germany
1206,2025-01-03 23:51:00,Phishing Attempt,High,39.240.34.223,Device-33,Failed,Egypt
1207,2025-01-15 14:07:00,Failed Login,High,228.182.17.58,Device-14,Allowed,Unknown
1208,2025-01-10 22:55:00,Firewall Block,Critical,90.38.83.114,Device-20,Allowed,UAE
1209,2025-01-10 09:29:00,Port Scan,Low,105.196.215.152,Device-18,Blocked,KSA
1210,2025-02-17 12:58:00,Malware,Low,51.8.148.17,Device-38,Blocked,Egypt
1211,2025-02-18 08:45:00,Failed Login,Low,222.150.251.12,Device-49,Allowed,Unknown
1212,2025-01-06 16:35:00,Port Scan,Low,16.12.21.253,Device-44,Blocked,Unknown
1213,2025-01-11 17:38:00,Failed Login,Low,151.207.239.32,Device-49,Failed,KSA
1214,2025-02-12 08:18:00,Firewall Block,Medium,92.152.209.104,Device-38,Successful,Egypt
1215,2025-02-10 10:54:00,Failed Login,Low,193.227.207.120,Device-32,Successful,UAE
1216,2025-02-02 03:26:00,Brute Force,Low,207.165.197.197,Device-2,Allowed,KSA
1217,2025-02-21 04:00:00,Brute Force,Low,193.32.88.227,Device-1,Successful,KSA
1218,2025-01-23 00:41:00,Brute Force,Low,89.228.50.238,Device-17,Blocked,UAE
1219,2025-01-08 18:35:00,Phishing Attempt,Low,196.247.252.58,Device-10,Successful,UAE
1220,2025-02-08 16:19:00,Port Scan,High,178.150.130.145,Device-37,Successful,Egypt
1221,2025-02-16 02:31:00,Port Scan,High,100.204.210.37,Device-14,Failed,KSA
1222,2025-02-11 12:24:00,Port Scan,High,247.181.74.93,Device-28,Allowed,USA
1223,2025-01-16 13:33:00,Port Scan,High,246.50.208.11,Device-10,Allowed,USA
1224,2025-02-13 11:22:00,Firewall Block,Medium,57.183.194.140,Device-47,Blocked,Egypt
1225,2025-01-01 14:10:00,Failed Login,High,200.60.168.94,Device-21,Failed,KSA
1226,2025-02-04 17:02:00,Brute Force,Low,97.162.24.78,Device-8,Failed,Egypt
1227,2025-02-03 17:12:00,Failed Login,Low,107.13.87.114,Device-46,Successful,KSA
1228,2025-02-26 09:55:00,Port Scan,High,101.159.24.117,Device-23,Failed,Germany
1229,2025-01-22 11:15:00,Port Scan,Medium,176.230.143.180,Device-48,Successful,Germany
1230,2025-01-09 14:07:00,Phishing Attempt,Low,11.41.169.196,Device-19,Failed,Egypt
1231,2025-02-17 07:55:00,Phishing Attempt,High,149.187.129.139,Device-35,Failed,UAE
1232,2025-01-10 13:44:00,Failed Login,Low,77.26.211.37,Device-45,Allowed,Unknown
1233,2025-01-01 11:31:00,Failed Login,Low,171.30.186.206,Device-46,Blocked,Egypt
1234,2025-01-24 02:29:00,Port Scan,Critical,240.136.164.198,Device-6,Allowed,Egypt
1235,2025-01-10 00:06:00,Malware,Low,65.46.219.208,Device-13,Allowed,Unknown
1236,2025-02-01 12:20:00,Malware,Medium,33.54.209.194,Device-15,Failed,KSA
1237,2025-02-22 18:10:00,Malware,High,12.137.135.48,Device-6,Allowed,KSA
1238,2025-01-15 23:58:00,Malware,Low,238.8.152.69,Device-1,Blocked,Egypt
1239,2025-02-26 20:24:00,Failed Login,Medium,2.40.61.70,Device-28,Failed,Germany
1240,2025-02-23 15:55:00,Firewall Block,High,191.171.246.15,Device-46,Allowed,Unknown
1241,2025-02-01 08:38:00,Brute Force,Medium,148.226.114.68,Device-17,Allowed,Egypt
1242,2025-01-30 18:37:00,Malware,High,199.210.77.59,Device-24,Failed,USA
1243,2025-01-31 05:20:00,Phishing Attempt,Critical,220.160.244.20,Device-33,Blocked,Egypt
1244,2025-01-26 13:14:00,Firewall Block,Low,59.128.135.86,Device-28,Failed,UAE
1245,2025-01-02 00:50:00,Phishing Attempt,High,206.23.52.29,Device-13,Failed,UAE
1246,2025-02-14 03:42:00,Phishing Attempt,Low,61.48.89.151,Device-25,Blocked,UAE
1247,2025-02-17 22:30:00,Failed Login,Low,217.103.200.205,Device-40,Allowed,Germany
1248,2025-01-17 23:16:00,Failed Login,Low,14.132.21.209,Device-43,Successful,KSA
1249,2025-01-28 19:18:00,Phishing Attempt,Low,101.211.213.178,Device-44,Successful,Egypt
1250,2025-02-02 00:36:00,Port Scan,Medium,75.173.62.7,Device-48,Failed,USA
1251,2025-01-31 14:01:00,Brute Force,High,233.1.212.102,Device-37,Allowed,Germany
1252,2025-01-21 05:58:00,Malware,Medium,52.208.165.61,Device-36,Successful,UAE
1253,2025-02-10 19:42:00,Brute Force,High,147.169.206.234,Device-30,Blocked,UAE
1254,2025-01-21 19:27:00,Phishing Attempt,Low,127.223.206.171,Device-35,Successful,Unknown
1255,2025-02-14 01:11:00,Failed Login,Low,234.254.225.30,Device-21,Successful,UAE
1256,2025-02-26 07:12:00,Port Scan,Low,113.254.210.145,Device-46,Failed,Germany
1257,2025-01-12 05:01:00,Failed Login,Low,40.214.53.78,Device-42,Allowed,UAE
1258,2025-02-07 06:54:00,Failed Login,Low,106.6.74.23,Device-36,Successful,Unknown
1259,2025-01-28 16:13:00,Brute Force,Low,188.229.4.94,Device-31,Failed,USA
1260,2025-03-01 15:38:00,Brute Force,Low,203.159.232.16,Device-9,Successful,Egypt
1261,2025-01-07 16:48:00,Phishing Attempt,Low,44.114.141.19,Device-32,Blocked,Unknown
1262,2025-01-16 07:30:00,Malware,Low,13.250.113.35,Device-50,Allowed,UAE
1263,2025-02-12 13:07:00,Port Scan,Low,221.213.252.15,Device-49,Failed,Germany
1264,2025-01-14 10:03:00,Brute Force,Medium,240.191.62.218,Device-1,Blocked,UAE
1265,2025-02-16 21:25:00,Port Scan,Critical,158.112.122.20,Device-31,Failed,Egypt
1266,2025-02-18 16:56:00,Failed Login,Low,159.216.127.90,Device-17,Failed,USA
1267,2025-02-14 06:46:00,Failed Login,Low,127.206.80.179,Device-37,Blocked,USA
1268,2025-02-16 15:03:00,Phishing Attempt,Low,115.243.125.111,Device-21,Allowed,Unknown
1269,2025-02-05 10:33:00,Failed Login,Low,110.174.214.48,Device-43,Failed,Germany
1270,2025-02-03 15:04:00,Failed Login,Medium,44.107.13.40,Device-49,Allowed,Egypt
1271,2025-02-17 16:19:00,Port Scan,Low,85.55.158.113,Device-8,Blocked,Unknown
1272,2025-02-22 09:27:00,Firewall Block,Low,219.66.157.132,Device-18,Failed,USA
1273,2025-01-02 13:26:00,Firewall Block,Medium,97.227.174.123,Device-2,Blocked,Germany
1274,2025-02-24 20:55:00,Malware,Critical,208.196.21.195,Device-42,Failed,Egypt
1275,2025-01-10 03:04:00,Firewall Block,Low,66.36.90.198,Device-12,Failed,KSA
1276,2025-02-28 08:44:00,Phishing Attempt,Medium,220.144.149.253,Device-31,Blocked,Egypt
1277,2025-01-21 19:02:00,Firewall Block,High,84.132.101.49,Device-36,Successful,KSA
1278,2025-01-03 11:53:00,Firewall Block,Low,120.91.39.181,Device-45,Successful,Unknown
1279,2025-02-27 07:34:00,Brute Force,Low,235.83.35.132,Device-12,Allowed,Unknown
1280,2025-01-23 03:20:00,Port Scan,Low,58.88.18.255,Device-43,Allowed,Unknown
1281,2025-01-23 11:24:00,Port Scan,Low,1.134.227.13,Device-29,Failed,Germany
1282,2025-01-13 20:09:00,Firewall Block,High,11.240.102.187,Device-40,Failed,KSA
1283,2025-02-08 04:13:00,Firewall Block,Low,97.223.249.8,Device-20,Allowed,KSA
1284,2025-02-01 19:06:00,Brute Force,Low,231.164.253.41,Device-47,Allowed,Egypt
1285,2025-02-17 22:19:00,Port Scan,Medium,58.5.162.4,Device-2,Allowed,USA
1286,2025-01-15 19:37:00,Brute Force,Low,18.223.64.57,Device-41,Allowed,Unknown
1287,2025-02-08 08:04:00,Port Scan,High,207.106.191.79,Device-48,Blocked,Unknown
1288,2025-01-30 21:44:00,Failed Login,Low,189.178.134.156,Device-2,Blocked,Unknown
1289,2025-01-13 00:04:00,Failed Login,Low,230.182.46.117,Device-25,Blocked,Egypt
1290,2025-02-06 00:50:00,Port Scan,Low,194.91.246.54,Device-42,Failed,USA
1291,2025-02-18 15:35:00,Malware,Low,165.182.35.72,Device-2,Successful,KSA
1292,2025-02-13 11:48:00,Brute Force,Low,122.81.209.162,Device-19,Successful,Egypt
1293,2025-02-06 07:08:00,Malware,Low,124.31.210.58,Device-1,Failed,KSA
1294,2025-02-24 22:20:00,Failed Login,Medium,250.76.47.27,Device-24,Allowed,KSA
1295,2025-02-28 11:34:00,Failed Login,Critical,152.50.198.83,Device-26,Failed,Egypt
1296,2025-02-01 07:05:00,Failed Login,Critical,55.201.13.168,Device-3,Allowed,Unknown
1297,2025-01-21 12:35:00,Failed Login,High,73.6.189.240,Device-9,Failed,Egypt
1298,2025-02-02 09:40:00,Malware,Medium,38.173.165.230,Device-43,Successful,KSA
1299,2025-02-19 07:06:00,Malware,Medium,8.87.195.3,Device-36,Allowed,Germany
1300,2025-01-17 03:27:00,Phishing Attempt,High,36.67.54.84,Device-43,Blocked,Egypt
1301,2025-01-13 11:54:00,Malware,High,166.55.54.90,Device-50,Allowed,Egypt
1302,2025-03-01 19:10:00,Malware,Low,24.233.192.115,Device-23,Successful,Unknown
1303,2025-01-22 13:31:00,Failed Login,Low,3.94.57.226,Device-26,Allowed,Germany
1304,2025-02-08 03:57:00,Malware,Medium,153.31.118.17,Device-20,Blocked,USA
1305,2025-02-19 22:12:00,Firewall Block,High,167.188.203.111,Device-17,Allowed,USA
1306,2025-02-19 02:55:00,Port Scan,Medium,138.49.231.184,Device-14,Blocked,Unknown
1307,2025-01-05 09:35:00,Firewall Block,Medium,217.59.67.172,Device-35,Failed,Germany
1308,2025-02-13 10:21:00,Malware,High,116.211.211.24,Device-13,Failed,UAE
1309,2025-02-20 07:38:00,Port Scan,High,131.40.144.255,Device-10,Successful,UAE
1310,2025-02-23 10:02:00,Phishing Attempt,Critical,90.156.9.187,Device-15,Failed,Germany
